ID,Low Level Name,Mid Level Name,High Level Name,CIP Number,CIP Group Name
4.33.05,"Pre-Elementary, Early Childhood, Kindergarten Teacher Education",,,13.12.10,Early Childhood Education and Teaching.
4.33.07,Other Teacher Education and Professional Development,,,13.12.99,"Teacher Education and Professional Development, Specific Levels and Methods, Other."
,#N/A,,,13.13,"Teacher Education and Professional Development, Specific Subject Areas."
7.01.02,Agricultural Education,,,13.13.01,Agricultural Teacher Education.
4.02.01,Art Education,,,13.13.02,Art Teacher Education.
4.34.01,Other Education,,,13.13.03,Business Teacher Education.
4.34.01,Other Education,,,13.13.04,Driver and Safety Teacher Education.
4.24.01,Language and Literacy Education,,,13.13.05,English/Language Arts Teacher Education.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.13.06,Foreign Language Teacher  Education.
4.17.01,Health and Physical Education,,,13.13.07,Health Teacher Education.
4.19.01,Home Economics,,,13.13.08,Family and Consumer Sciences/Home Economics Teacher Education.
4.33.07,Other Teacher Education and Professional Development,,,13.13.09,Technology Teacher Education/Industrial Arts Teacher Education.
4.33.07,Other Teacher Education and Professional Development,,,13.13.10,Sales and Marketing Operations/Marketing and Distribution   Teacher Education.
4.28.01,Science and Mathematics Education,,,13.13.11,Mathematics Teacher Education.
2.32.03,Music Education,,,13.13.12,Music Teacher Education.
4.17.01,Health and Physical Education,,,13.13.14,Physical Education Teaching and Coaching.
4.34.01,Other Education,,,13.13.15,Reading Teacher Education.
4.28.01,Science and Mathematics Education,,,13.13.16,Science Teacher Education/General Science Teacher Education.
4.30.01,Social and Philosophical Foundations of Education,,,13.13.17,Social Science Teacher Education.
4.30.01,Social and Philosophical Foundations of Education,,,13.13.18,Social Studies Teacher Education.
4.34.01,Other Education,,,13.13.19,Technical Teacher Education.
4.09.01,Education Economics,,,13.13.20,Trade and Industrial Teacher Education.
4.34.01,Other Education,,,13.13.21,Computer Teacher Education.
4.28.01,Science and Mathematics Education,,,13.13.22,Biology Teacher Education.
4.28.01,Science and Mathematics Education,,,13.13.23,Chemistry Teacher Education.
2.48.03,"Dramatic Literature, Criticism and Theory",,,13.13.24,Drama and Dance Teacher Education.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.13.25,French Language Teacher Education.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.13.26,German Language Teacher Education.
4.34.01,Other Education,,,13.13.27,Health Occupations Teacher Education.
4.34.01,Other Education,,,13.13.28,History Teacher Education.
4.28.01,Science and Mathematics Education,,,13.13.29,Physics Teacher Education.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.13.30,Spanish Language Teacher Education.
4.24.01,Language and Literacy Education,,,13.13.31,Speech Teacher Education.
4.28.01,Science and Mathematics Education,,,13.13.32,Geography Teacher Education.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.13.33,Latin Teacher Education.
10.14.00,Library and Information Science,,,13.13.34,School Librarian/School Library Media Specialist.
10.18.18,School Psychology,,,13.13.35,Psychology Teacher Education.
4.28.01,Science and Mathematics Education,,,13.13.37,Earth Science Teacher Education.
9.06.01,Environmental Education,,,13.13.38,Environmental Education.
4.34.01,Other Education,,,13.13.99,"Teacher Education and Professional Development, Specific Subject Areas, Other."
,#N/A,,,13.14,Teaching English or French as a Second or Foreign Language.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.14.01,Teaching English as a Second or Foreign Language/ESL Language Instructor.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.14.02,Teaching French as a Second or Foreign Language.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,13.14.99,"Teaching English or French as a Second or Foreign Language, Other."
,#N/A,,,13.15,Teaching Assistants/Aides.
4.34.01,Other Education,,,13.15.01,Teacher Assistant/Aide.
4.34.01,Other Education,,,13.15.02,Adult Literacy Tutor/Instructor.
4.34.01,Other Education,,,13.15.99,"Teaching Assistants/Aides, Other."
4.34.01,Other Education,,,13.99,"Education, Other."
4.34.01,Other Education,,,13.99.99,"Education, Other."
,#N/A,,,,ENGINEERING.
,#N/A,,,14.01,"Engineering, General."
5.20.01,Other Engineering,,,14.01.01,"Engineering, General."
5.00.00,Engineering,,,14.01.02,Pre-Engineering.
,#N/A,,,14.02,"Aerospace, Aeronautical and Astronautical Engineering."
5.01.10,Other Aerospace Engineering,,,14.02.01,"Aerospace, Aeronautical and Astronautical/Space Engineering."
,#N/A,,,14.03,Agricultural Engineering.
5.05.01,Bioresource and Agricultural Engineering,,,14.03.01,Agricultural Engineering.
1.01.01,Architectural Engineering,,,14.04,Architectural Engineering.
1.01.01,Architectural Engineering,,,14.04.01,Architectural Engineering.
,#N/A,,,14.05,Biomedical/Medical Engineering.
5.04.10,Other Biomedical Engineering and Bioengineering,,,14.05.01,Bioengineering and Biomedical Engineering.
,#N/A,,,14.06,Ceramic Sciences and Engineering.
5.13.02,Ceramic Materials,,,14.06.01,Ceramic Sciences and Engineering.
5.06.00,Chemical Engineering,,,14.07,Chemical Engineering.
5.06.00,Chemical Engineering,,,14.07.01,Chemical Engineering.
5.06.01,Biochemical and Biomolecular Engineering,,,14.07.02,Chemical and Biomolecular Engineering.
5.06.10,Other Chemical Engineering,,,14.07.99,"Chemical Engineering, Other."
5.07.01,Civil Engineering,,,14.08,Civil Engineering.
5.07.01,Civil Engineering,,,14.08.01,"Civil Engineering, General."
5.07.04,Geotechnical Engineering,,,14.08.02,Geotechnical and Geoenvironmental Engineering.
5.07.06,Structural Engineering,,,14.08.03,Structural Engineering.
5.07.07,Transportation Engineering,,,14.08.04,Transportation and Highway Engineering.
5.07.03,Environmental Engineering,,,14.08.05,Water Resources Engineering.
5.07.01,Civil Engineering,,,14.08.99,"Civil Engineering, Other."
5.09.00,Computer Engineering,,,14.09,Computer Engineering.
5.09.07,Other Computer Engineering,,,14.09.01,"Computer Engineering, General."
5.09.05,Hardware Systems,,,14.09.02,Computer Hardware Engineering.
9.04.08,Software Engineering,,,14.09.03,Computer Software Engineering.
5.09.07,Other Computer Engineering,,,14.09.99,"Computer Engineering, Other."
,#N/A,,,14.1,"Electrical, Electronics and Communications Engineering."
5.10.03,Electrical and Electronics,,,14.10.01,Electrical and Electronics Engineering
5.10.04,Electromagnetics and Photonics,,,14.10.03,Laser and Optical Engineering.
5.10.09,Systems and Communications,,,14.10.04,Telecommunications Engineering.
5.10.11,Other Electrical and Computer Engineering,,,14.10.99,"Electrical, Electronics and Communications Engineering, Other."
5.12.02,Engineering Mechanics,,,14.11,Engineering Mechanics.
5.12.02,Engineering Mechanics,,,14.11.01,Engineering Mechanics.
9.09.05,Engineering Physics,,,14.12,Engineering Physics.
9.09.05,Engineering Physics,,,14.12.01,Engineering Physics/Applied Physics.
5.12.00,Engineering Science and Materials,,,14.13,Engineering Science.
5.12.00,Engineering Science and Materials,,,14.13.01,Engineering Science.
,#N/A,,,14.14,Environmental/Environmental Health Engineering.
5.07.03,Environmental Engineering,,,14.14.01,Environmental/Environmental Health Engineering.
,#N/A,,,14.18,Materials Engineering
5.13.07,Other Materials Science and Engineering,,,14.18.01,Materials Engineering.
5.14.00,Mechanical Engineering,,,14.19,Mechanical Engineering.
5.14.00,Mechanical Engineering,,,14.19.01,Mechanical Engineering.
,#N/A,,,14.2,Metallurgical Engineering.
5.13.03,Metallurgy,,,14.20.01,Metallurgical Engineering.
,#N/A,,,14.21,Mining and Mineral Engineering.
5.15.01,Mining Engineering,,,14.21.01,Mining and Mineral Engineering.
,#N/A,,,14.22,Naval Architecture and Marine Engineering.
5.14.09,Ocean Engineering,,,14.22.01,Naval Architecture and Marine Engineering.
5.17.01,Nuclear Engineering,,,14.23,Nuclear Engineering.
5.17.01,Nuclear Engineering,,,14.23.01,Nuclear Engineering.
5.14.09,Ocean Engineering,,,14.24,Ocean Engineering.
5.14.09,Ocean Engineering,,,14.24.01,Ocean Engineering.
5.06.05,Petroleum Engineering,,,14.25,Petroleum Engineering.
5.06.05,Petroleum Engineering,,,14.25.01,Petroleum Engineering.
5.18.05,Systems Engineering,,,14.27,Systems Engineering.
5.18.05,Systems Engineering,,,14.27.01,Systems Engineering.
,#N/A,,,14.28,Textile Sciences and Engineering.
5.12.04,Other Engineering Science and Materials,,,14.28.01,Textile Sciences and Engineering.
,#N/A,,,14.31,Materials Science.
5.13.00,Materials Science and Engineering,,,14.31.01,Materials Science.
,#N/A,,,14.32,Polymer/Plastics Engineering.
5.13.04,Polymer and Organic Materials,,,14.32.01,Polymer/Plastics Engineering.
1.04.01,Construction Engineering,,,14.33,Construction Engineering.
1.04.01,Construction Engineering,,,14.33.01,Construction Engineering.
,#N/A,,,14.34,Forest Engineering.
5.12.04,Other Engineering Science and Materials,,,14.34.01,Forest Engineering.
5.18.02,Industrial Engineering,,,14.35,Industrial Engineering.
5.18.02,Industrial Engineering,,,14.35.01,Industrial Engineering.
,#N/A,,,14.36,Manufacturing Engineering.
5.14.08,Manufacturing,,,14.36.01,Manufacturing Engineering.
,#N/A,,,14.37,Operations Research.
5.18.04,Operational Research,,,14.37.01,Operations Research.
,#N/A,,,14.38,Surveying Engineering.
5.07.08,Other Civil and Environmental Engineering,,,14.38.01,Surveying Engineering.
,#N/A,,,14.39,Geological/Geophysical Engineering.
5.07.04,Geotechnical Engineering,,,14.39.01,Geological/Geophysical Engineering.
,#N/A,,,14.4,Paper Science and Engineering.
5.13.07,Other Materials Science and Engineering,,,14.40.01,Paper Science and Engineering.
,#N/A,,,14.41,Electromechanical Engineering.
5.14.05,Electro-Mechanical Systems,,,14.41.01,Electromechanical Engineering.
,#N/A,,,14.42,"Mechatronics, Robotics, and Automation Engineering."
5.09.06,Robotics,,,14.42.01,"Mechatronics, Robotics, and Automation Engineering."
,#N/A,,,14.43,Biochemical Engineering.
5.06.01,Biochemical and Biomolecular Engineering,,,14.43.01,Biochemical Engineering.
,#N/A,,,14.44,Engineering Chemistry.
5.06.00,Chemical Engineering,,,14.44.01,Engineering Chemistry.
,#N/A,,,14.45,Biological/Biosystems Engineering.
5.04.03,Biological Engineering,,,14.45.01,Biological/Biosystems Engineering.
,#N/A,,,14.99,"Engineering, Other."
5.20.01,Other Engineering,,,14.99.99,"Engineering, Other."
,#N/A,,,,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.
,#N/A,,,15,"Engineering Technology, General."
5.20.01,Other Engineering,,,15.00.00,"Engineering Technology, General."
,#N/A,,,15.01,Architectural Engineering Technologies/Technicians.
1.01.01,Architectural Engineering,,,15.01.01,Architectural Engineering Technology/Technician.
,#N/A,,,15.02,Civil Engineering Technologies/Technicians.
5.07.01,Civil Engineering,,,15.02.01,Civil Engineering Technology/Technician.
,#N/A,,,15.03,Electrical Engineering Technologies/Technicians.
5.10.00,Electrical and Computer Engineering,,,15.03.03,"Electrical, Electronic and Communications Engineering Technology/Technician."
5.10.04,Electromagnetics and Photonics,,,15.03.04,Laser and Optical Technology/Technician.
5.10.09,Systems and Communications,,,15.03.05,Telecommunications Technology/Technician.
5.10.10,"VLSI and Circuits, Embedded and Hardware Systems",,,15.03.06,Integrated Circuit Design.
5.10.11,Other Electrical and Computer Engineering,,,15.03.99,"Electrical and Electronic Engineering Technologies/Technicians, Other."
,#N/A,,,15.04,Electromechanical Instrumentation and Maintenance Technologies/Technicians.
5.04.06,Biomedical Devices and Instrumentation,,,15.04.01,Biomedical Technology/Technician.
5.14.05,Electro-Mechanical Systems,,,15.04.03,Electromechanical Technology/Electromechanical Engineering Technology.
9.02.03,Instrumentation,,,15.04.04,Instrumentation Technology/Technician.
9.04.01,Artificial Intelligence and Robotics,,,15.04.05,Robotics Technology/Technician.
5.20.01,Other Engineering,,,15.04.06,Automation Engineer Technology/Technician.
5.14.05,Electro-Mechanical Systems,,,15.04.99,"Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other."
,#N/A,,,15.05,Environmental Control Technologies/Technicians.
5.14.11,Other Mechanical Engineering,,,15.05.01,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician."
5.10.07,Power and Energy,,,15.05.03,Energy Management and Systems Technology/Technician.
5.10.07,Power and Energy,,,15.05.05,Solar Energy Technology/Technician.
5.07.03,Environmental Engineering,,,15.05.06,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician.
5.07.03,Environmental Engineering,,,15.05.07,Environmental Engineering Technology/Environmental Technology.
5.07.03,Environmental Engineering,,,15.05.08,Hazardous Materials Management and Waste Technology/Technician.
5.07.03,Environmental Engineering,,,15.05.99,"Environmental Control Technologies/Technicians, Other."
,#N/A,,,15.06,Industrial Production Technologies/Technicians.
5.18.03,Industrial Technology,,,15.06.07,Plastics and Polymer Engineering Technology/Technician.
5.18.03,Industrial Technology,,,15.06.11,Metallurgical Technology/Technician.
5.18.03,Industrial Technology,,,15.06.12,Industrial Technology/Technician.
5.14.08,Manufacturing,,,15.06.13,Manufacturing Engineering Technology/Technician.
5.18.03,Industrial Technology,,,15.06.14,Welding Engineering Technology/Technician.
5.06.00,Chemical Engineering,,,15.06.15,Chemical Engineering Technology/Technician.
5.10.05,Electronic Devices and Semiconductor Manufacturing,,,15.06.16,Semiconductor Manufacturing Technology.
5.18.03,Industrial Technology,,,15.06.99,"Industrial Production Technologies/Technicians, Other."
,#N/A,,,15.07,Quality Control and Safety Technologies/Technicians.
5.18.06,"Other Operations Research, Systems Engineering and Industrial Engineering",,,15.07.01,Occupational Safety and Health Technology/Technician.
5.18.06,"Other Operations Research, Systems Engineering and Industrial Engineering",,,15.07.02,Quality Control Technology/Technician.
5.18.03,Industrial Technology,,,15.07.03,Industrial Safety Technology/Technician.
5.18.06,"Other Operations Research, Systems Engineering and Industrial Engineering",,,15.07.04,Hazardous Materials Information Systems Technology/Technician.
5.18.06,"Other Operations Research, Systems Engineering and Industrial Engineering",,,15.07.99,"Quality Control and Safety Technologies/Technicians, Other."
,#N/A,,,15.08,Mechanical Engineering Related Technologies/Technicians.
5.01.00,Aerospace Engineering,,,15.08.01,Aeronautical/Aerospace Engineering Technology/Technician.
5.02.01,Automotive Engineering,,,15.08.03,Automotive Engineering Technology/Technician.
5.14.00,Mechanical Engineering,,,15.08.05,Mechanical Engineering/Mechanical Technology/Technician.
5.14.11,Other Mechanical Engineering,,,15.08.99,"Mechanical Engineering Related Technologies/Technicians, Other."
,#N/A,,,15.09,Mining and Petroleum Technologies/Technicians.
5.15.01,Mining Engineering,,,15.09.01,Mining Technology/Technician.
5.06.05,Petroleum Engineering,,,15.09.03,Petroleum Technology/Technician.
5.15.01,Mining Engineering,,,15.09.99,"Mining and Petroleum Technologies/Technicians, Other."
,#N/A,,,15.1,Construction Engineering Technologies.
1.04.01,Construction Engineering,,,15.10.01,Construction Engineering Technology/Technician.
,#N/A,,,15.11,Engineering-Related Technologies.
5.07.08,Other Civil and Environmental Engineering,,,15.11.02,Surveying Technology/Surveying.
5.07.05,Hydraulic Engineering,,,15.11.03,Hydraulics and Fluid Power Technology/Technician.
5.20.01,Other Engineering,,,15.11.99,"Engineering-Related Technologies, Other."
,#N/A,,,15.12,Computer Engineering Technologies/Technicians.
5.09.00,Computer Engineering,,,15.12.01,Computer Engineering Technology/Technician.
5.09.01,Computer and Systems Architecture,,,15.12.02,Computer Technology/Computer Systems Technology.
5.09.05,Hardware Systems,,,15.12.03,Computer Hardware Technology/Technician.
9.04.08,Software Engineering,,,15.12.04,Computer Software Technology/Technician.
5.09.07,Other Computer Engineering,,,15.12.99,"Computer Engineering Technologies/Technicians, Other."
,#N/A,,,15.13,Drafting/Design Engineering Technologies/Technicians.
5.14.04,Computer-Aided Engineering and Design,,,15.13.01,"Drafting and Design Technology/Technician, General."
5.14.04,Computer-Aided Engineering and Design,,,15.13.02,CAD/CADD Drafting and/or Design Technology/Technician.
5.14.04,Computer-Aided Engineering and Design,,,15.13.03,Architectural Drafting and Architectural CAD/CADD.
5.14.04,Computer-Aided Engineering and Design,,,15.13.04,Civil Drafting and Civil Engineering CAD/CADD.
5.14.04,Computer-Aided Engineering and Design,,,15.13.05,Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD.
5.14.04,Computer-Aided Engineering and Design,,,15.13.06,Mechanical Drafting and Mechanical Drafting CAD/CADD.
5.20.01,Other Engineering,,,15.13.99,"Drafting/Design Engineering Technologies/Technicians, Other."
5.17.01,Nuclear Engineering,,,15.14,Nuclear Engineering Technologies/Technicians.
5.17.01,Nuclear Engineering,,,15.14.01,Nuclear Engineering Technology/Technician.
,#N/A,,,15.15,Engineering-Related Fields.
5.18.02,Industrial Engineering,,,15.15.01,Engineering/Industrial Management.
5.20.01,Other Engineering,,,15.15.02,Engineering Design.
5.20.01,Other Engineering,,,15.15.03,Packaging Science.
5.20.01,Other Engineering,,,15.15.99,"Engineering-Related Fields, Other."
5.16.01,Nanoscience and Nanotechnology,,,15.16,Nanotechnology.
5.16.01,Nanoscience and Nanotechnology,,,15.16.01,Nanotechnology.
5.20.01,Other Engineering,,,15.99,"Engineering Technologies/Technicians, Other."
5.20.01,Other Engineering,,,15.99.99,"Engineering Technologies and Engineering-Related Fields, Other."
,#N/A,,,,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
,#N/A,,,16.01,"Linguistic, Comparative, and Related Language Studies and Services."
2.50.01,"Other Languages, Societies, and Cultures",,,16.01.01,"Foreign Languages and Literatures, General."
10.15.00,Linguistics,,,16.01.02,Linguistics.
2.11.01,Translation Studies,,,16.01.03,Language Interpretation and Translation.
2.11.00,Comparative Literature,,,16.01.04,Comparative Literature.
10.15.02,Applied Linguistics,,,16.01.05,Applied Linguistics.
10.15.14,Other Linguistics,,,16.01.99,"Linguistic, Comparative, and Related Language Studies and Services, Other."
,#N/A,,,16.02,"African Languages, Literatures, and Linguistics."
2.01.01,African Languages and Societies,,,16.02.01,"African Languages, Literatures, and Linguistics."
,#N/A,,,16.03,"East Asian Languages, Literatures, and Linguistics."
2.15.00,East Asian Languages and Societies,,,16.03.00,"East Asian Languages, Literatures, and Linguistics, General."
2.15.01,Chinese Studies,,,16.03.01,Chinese Language and Literature.
2.15.02,Japanese Studies,,,16.03.02,Japanese Language and Literature.
2.15.03,Korean Studies,,,16.03.03,Korean Language and Literature.
2.15.00,East Asian Languages and Societies,,,16.03.04,Tibetan Language and Literature.
2.15.00,East Asian Languages and Societies,,,16.03.99,"East Asian Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.04,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics."
2.43.00,Slavic Languages and Societies,,,16.04.00,"Slavic Languages, Literatures, and Linguistics, General."
2.17.01,European Languages and Societies,,,16.04.01,"Baltic Languages, Literatures, and Linguistics."
2.43.02,Russian Literature,,,16.04.02,Russian Language and Literature.
2.17.01,European Languages and Societies,,,16.04.04,Albanian Language and Literature.
2.17.01,European Languages and Societies,,,16.04.05,Bulgarian Language and Literature.
2.17.01,European Languages and Societies,,,16.04.06,Czech Language and Literature.
2.17.01,European Languages and Societies,,,16.04.07,Polish Language and Literature.
2.17.01,European Languages and Societies,,,16.04.08,"Bosnian, Serbian, and Croatian Languages and Literatures."
2.17.01,European Languages and Societies,,,16.04.09,Slovak Language and Literature.
2.17.01,European Languages and Societies,,,16.04.10,Ukrainian Language and Literature.
2.17.01,European Languages and Societies,,,16.04.99,"Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.05,"Germanic Languages, Literatures, and Linguistics."
2.22.00,German Language and Literature,,,16.05.00,"Germanic Languages, Literatures, and Linguistics, General."
2.22.00,German Language and Literature,,,16.05.01,German Language and Literature.
2.42.01,Scandinavian Studies,,,16.05.02,"Scandinavian Languages, Literatures, and Linguistics."
2.42.01,Scandinavian Studies,,,16.05.03,Danish Language and Literature.
2.14.01,Dutch Studies,,,16.05.04,Dutch/Flemish Language and Literature.
2.42.01,Scandinavian Studies,,,16.05.05,Norwegian Language and Literature.
2.42.01,Scandinavian Studies,,,16.05.06,Swedish Language and Literature.
2.22.03,Other German Language and Literature,,,16.05.99,"Germanic Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.06,Modern Greek Language and Literature.
2.10.03,Byzantine and Modern Greek,,,16.06.01,Modern Greek Language and Literature.
,#N/A,,,16.07,"South Asian Languages, Literatures, and Linguistics."
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.00,"South Asian Languages, Literatures, and Linguistics, General."
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.01,Hindi Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.02,"Sanskrit and Classical Indian Languages, Literatures, and Linguistics."
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.04,Bengali Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.05,Punjabi Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.06,Tamil Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.07,Urdu Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.07.99,"South Asian Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.08,"Iranian/Persian Languages, Literatures, and Linguistics."
10.10.05,Near and Middle Eastern Studies,,,16.08.01,"Iranian Languages, Literatures, and Linguistics."
,#N/A,,,16.09,"Romance Languages, Literatures, and Linguistics."
2.17.01,European Languages and Societies,,,16.09.00,"Romance Languages, Literatures, and Linguistics, General."
2.21.00,French and Francophone Language and Literature,,,16.09.01,French Language and Literature.
2.25.00,Italian Language and Literature,,,16.09.02,Italian Language and Literature.
2.45.02,Portuguese Literature,,,16.09.04,Portuguese Language and Literature.
2.45.00,Spanish and Portuguese Language and Literature,,,16.09.05,Spanish Language and Literature.
2.17.01,European Languages and Societies,,,16.09.06,Romanian Language and Literature.
2.45.05,Other Spanish and Portuguese Language and Literature,,,16.09.07,Catalan Language and Literature.
2.45.01,Latin American Literature,,,16.09.08,"Hispanic and Latin American Languages, Literatures, and Linguistics, General."
2.17.01,European Languages and Societies,,,16.09.99,"Romance Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.1,"American Indian/Native American Languages, Literatures, and Linguistics."
2.37.05,Indigenous Studies,,,16.10.01,"American Indian/Native American Languages, Literatures, and Linguistics."
,#N/A,,,16.11,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics."
10.10.05,Near and Middle Eastern Studies,,,16.11.00,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General."
10.10.05,Near and Middle Eastern Studies,,,16.11.01,Arabic Language and Literature.
10.10.05,Near and Middle Eastern Studies,,,16.11.02,Hebrew Language and Literature.
10.10.05,Near and Middle Eastern Studies,,,16.11.03,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics."
10.10.05,Near and Middle Eastern Studies,,,16.11.99,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.12,"Classics and Classical Languages, Literatures, and Linguistics."
2.10.00,Classics,,,16.12.00,"Classics and Classical Languages, Literatures, and Linguistics, General."
2.10.05,Classical Literature and Philology,,,16.12.02,Ancient/Classical Greek Language and Literature.
2.10.05,Classical Literature and Philology,,,16.12.03,Latin Language and Literature.
2.10.07,Other Classics,,,16.12.99,"Classics and Classical Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.13,"Celtic Languages, Literatures, and Linguistics."
2.09.01,Celtic Studies,,,16.13.01,"Celtic Languages, Literatures, and Linguistics."
,#N/A,,,16.14,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics."
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.00,"Southeast Asian Languages, Literatures, and Linguistics, General."
2.34.00,Pacific Islands Languages and Societies,,,16.14.01,"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics."
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.02,Indonesian/Malay Languages and Literatures.
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.03,Burmese Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.04,Filipino/Tagalog Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.05,Khmer/Cambodian Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.06,Lao Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.07,Thai Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.08,Vietnamese Language and Literature.
2.44.01,South and Southeast Asian Languages and Societies,,,16.14.99,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.15,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics."
2.50.01,"Other Languages, Societies, and Cultures",,,16.15.01,Turkish Language and Literature.
2.50.01,"Other Languages, Societies, and Cultures",,,16.15.02,"Uralic Languages, Literatures, and Linguistics."
2.50.01,"Other Languages, Societies, and Cultures",,,16.15.03,Hungarian/Magyar Language and Literature.
2.50.01,"Other Languages, Societies, and Cultures",,,16.15.04,Mongolian Language and Literature.
2.50.01,"Other Languages, Societies, and Cultures",,,16.15.99,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other."
,#N/A,,,16.16,American Sign Language.
2.16.06,Other English Language and Literature,,,16.16.01,American Sign Language (ASL).
2.16.06,Other English Language and Literature,,,16.16.02,Linguistics of ASL and Other Sign Languages.
2.16.06,Other English Language and Literature,,,16.16.03,Sign Language Interpretation and Translation.
2.16.06,Other English Language and Literature,,,16.16.99,"American Sign Language, Other."
,#N/A,,,16.99,"Foreign Languages, Literatures, and Linguistics, Other."
2.50.01,"Other Languages, Societies, and Cultures",,,16.99.99,"Foreign Languages, Literatures, and Linguistics, Other."
,#N/A,,,,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
,#N/A,,,19,Work and Family Studies.
10.26.01,Other Social and Behavioral Sciences,,,19.00.00,Work and Family Studies.
,#N/A,,,19.01,"Family and Consumer Sciences/Human Sciences, General."
10.26.01,Other Social and Behavioral Sciences,,,19.01.01,"Family and Consumer Sciences/Human Sciences, General."
,#N/A,,,19.02,Family and Consumer Sciences/Human Sciences Business Services.
3.34.01,Other Business,,,19.02.01,Business Family and Consumer Sciences/Human Sciences.
8.06.02,Speech Pathology and Audiology,,,19.02.02,Family and Consumer Sciences/Human Sciences Communication.
3.28.01,Sales and Merchandising,,,19.02.03,Consumer Merchandising/Retailing Management.
3.34.01,Other Business,,,19.02.99,"Family and Consumer Sciences/Human Sciences Business Services, Other."
,#N/A,,,19.04,Family and Consumer Economics and Related Studies.
10.06.16,Other Economics,,,19.04.01,"Family Resource Management Studies, General."
10.06.16,Other Economics,,,19.04.02,Consumer Economics.
10.06.16,Other Economics,,,19.04.03,Consumer Services and Advocacy.
10.06.16,Other Economics,,,19.04.99,"Family and Consumer Economics and Related Services, Other."
,#N/A,,,19.05,"Foods, Nutrition, and Related Services."
10.08.01,Food Studies,,,19.05.01,"Foods, Nutrition, and Wellness Studies, General."
7.20.02,Human and Clinical Nutrition,,,19.05.04,Human Nutrition.
10.08.01,Food Studies,,,19.05.05,Foodservice Systems Administration/Management.
7.20.06,Other Nutrition,,,19.05.99,"Foods, Nutrition, and Related Services, Other."
,#N/A,,,19.06,Housing and Human Environments.
1.04.01,Construction Engineering,,,19.06.01,"Housing and Human Environments, General."
1.04.01,Construction Engineering,,,19.06.04,Facilities Planning and Management.
1.04.01,Construction Engineering,,,19.06.05,Home Furnishings and Equipment Installers.
1.04.01,Construction Engineering,,,19.06.99,"Housing and Human Environments, Other."
,#N/A,,,19.07,"Human Development, Family Studies, and Related Services."
10.23.08,"Family, Life Course, and Society",,,19.07.01,"Human Development and Family Studies, General."
10.23.10,Gerontology,,,19.07.02,Adult Development and Aging.
10.23.08,"Family, Life Course, and Society",,,19.07.04,Family Systems.
