Low Level ID,Low Level Name,Mid Level ID,Mid Level Name,High Level ID,High Level Name
"16.05.02","Scandinavian Languages, Literatures, and Linguistics.","16.05","Germanic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.05.03","Danish Language and Literature.","16.05","Germanic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.05.04","Dutch/Flemish Language and Literature.","16.05","Germanic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.05.05","Norwegian Language and Literature.","16.05","Germanic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.05.06","Swedish Language and Literature.","16.05","Germanic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.05.99","Germanic Languages, Literatures, and Linguistics, Other.","16.05","Germanic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.06","Modern Greek Language and Literature.","16.06","Modern Greek Language and Literature.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.06.01","Modern Greek Language and Literature.","16.06","Modern Greek Language and Literature.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07","South Asian Languages, Literatures, and Linguistics.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.00","South Asian Languages, Literatures, and Linguistics, General.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.01","Hindi Language and Literature.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.02","Sanskrit and Classical Indian Languages, Literatures, and Linguistics.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.04","Bengali Language and Literature.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.05","Punjabi Language and Literature.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.06","Tamil Language and Literature.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.07","Urdu Language and Literature.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.07.99","South Asian Languages, Literatures, and Linguistics, Other.","16.07","South Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.08","Iranian/Persian Languages, Literatures, and Linguistics.","16.08","Iranian/Persian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.08.01","Iranian Languages, Literatures, and Linguistics.","16.08","Iranian/Persian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09","Romance Languages, Literatures, and Linguistics.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.00","Romance Languages, Literatures, and Linguistics, General.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.01","French Language and Literature.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.02","Italian Language and Literature.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.04","Portuguese Language and Literature.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.05","Spanish Language and Literature.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.06","Romanian Language and Literature.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.07","Catalan Language and Literature.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.08","Hispanic and Latin American Languages, Literatures, and Linguistics, General.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.09.99","Romance Languages, Literatures, and Linguistics, Other.","16.09","Romance Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.1","American Indian/Native American Languages, Literatures, and Linguistics.","16.1","American Indian/Native American Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.10.01","American Indian/Native American Languages, Literatures, and Linguistics.","16.1","American Indian/Native American Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.11","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.","16.11","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.11.00","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.","16.11","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.11.01","Arabic Language and Literature.","16.11","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.11.02","Hebrew Language and Literature.","16.11","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.11.03","Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.","16.11","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.11.99","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.","16.11","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.12","Classics and Classical Languages, Literatures, and Linguistics.","16.12","Classics and Classical Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.12.00","Classics and Classical Languages, Literatures, and Linguistics, General.","16.12","Classics and Classical Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.12.02","Ancient/Classical Greek Language and Literature.","16.12","Classics and Classical Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.12.03","Latin Language and Literature.","16.12","Classics and Classical Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.12.99","Classics and Classical Languages, Literatures, and Linguistics, Other.","16.12","Classics and Classical Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.13","Celtic Languages, Literatures, and Linguistics.","16.13","Celtic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.13.01","Celtic Languages, Literatures, and Linguistics.","16.13","Celtic Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.00","Southeast Asian Languages, Literatures, and Linguistics, General.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.01","Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.02","Indonesian/Malay Languages and Literatures.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.03","Burmese Language and Literature.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.04","Filipino/Tagalog Language and Literature.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.05","Khmer/Cambodian Language and Literature.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.06","Lao Language and Literature.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.07","Thai Language and Literature.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.08","Vietnamese Language and Literature.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.14.99","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other.","16.14","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.15","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.","16.15","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.15.01","Turkish Language and Literature.","16.15","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.15.02","Uralic Languages, Literatures, and Linguistics.","16.15","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.15.03","Hungarian/Magyar Language and Literature.","16.15","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.15.04","Mongolian Language and Literature.","16.15","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.15.99","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other.","16.15","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.16","American Sign Language.","16.16","American Sign Language.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.16.01","American Sign Language (ASL).","16.16","American Sign Language.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.16.02","Linguistics of ASL and Other Sign Languages.","16.16","American Sign Language.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.16.03","Sign Language Interpretation and Translation.","16.16","American Sign Language.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.16.99","American Sign Language, Other.","16.16","American Sign Language.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.99","Foreign Languages, Literatures, and Linguistics, Other.","16.99","Foreign Languages, Literatures, and Linguistics, Other.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"16.99.99","Foreign Languages, Literatures, and Linguistics, Other.","16.99","Foreign Languages, Literatures, and Linguistics, Other.","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
"19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19","Work and Family Studies.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.00.00","Work and Family Studies.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.01","Family and Consumer Sciences/Human Sciences, General.","19.01","Family and Consumer Sciences/Human Sciences, General.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.01.01","Family and Consumer Sciences/Human Sciences, General.","19.01","Family and Consumer Sciences/Human Sciences, General.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.02","Family and Consumer Sciences/Human Sciences Business Services.","19.02","Family and Consumer Sciences/Human Sciences Business Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.02.01","Business Family and Consumer Sciences/Human Sciences.","19.02","Family and Consumer Sciences/Human Sciences Business Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.02.02","Family and Consumer Sciences/Human Sciences Communication.","19.02","Family and Consumer Sciences/Human Sciences Business Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.02.03","Consumer Merchandising/Retailing Management.","19.02","Family and Consumer Sciences/Human Sciences Business Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.02.99","Family and Consumer Sciences/Human Sciences Business Services, Other.","19.02","Family and Consumer Sciences/Human Sciences Business Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.04","Family and Consumer Economics and Related Studies.","19.04","Family and Consumer Economics and Related Studies.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.04.01","Family Resource Management Studies, General.","19.04","Family and Consumer Economics and Related Studies.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.04.02","Consumer Economics.","19.04","Family and Consumer Economics and Related Studies.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.04.03","Consumer Services and Advocacy.","19.04","Family and Consumer Economics and Related Studies.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.04.99","Family and Consumer Economics and Related Services, Other.","19.04","Family and Consumer Economics and Related Studies.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.05","Foods, Nutrition, and Related Services.","19.05","Foods, Nutrition, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.05.01","Foods, Nutrition, and Wellness Studies, General.","19.05","Foods, Nutrition, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.05.04","Human Nutrition.","19.05","Foods, Nutrition, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.05.05","Foodservice Systems Administration/Management.","19.05","Foods, Nutrition, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.05.99","Foods, Nutrition, and Related Services, Other.","19.05","Foods, Nutrition, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.06","Housing and Human Environments.","19.06","Housing and Human Environments.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.06.01","Housing and Human Environments, General.","19.06","Housing and Human Environments.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.06.04","Facilities Planning and Management.","19.06","Housing and Human Environments.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.06.05","Home Furnishings and Equipment Installers.","19.06","Housing and Human Environments.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.06.99","Housing and Human Environments, Other.","19.06","Housing and Human Environments.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07","Human Development, Family Studies, and Related Services.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.01","Human Development and Family Studies, General.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.02","Adult Development and Aging.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.04","Family Systems.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.06","Child Development.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.07","Family and Community Services.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.08","Child Care and Support Services Management.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.09","Child Care Provider/Assistant.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.10","Developmental Services Worker.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.07.99","Human Development, Family Studies, and Related Services, Other.","19.07","Human Development, Family Studies, and Related Services.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.09","Apparel and Textiles.","19.09","Apparel and Textiles.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.09.01","Apparel and Textiles, General.","19.09","Apparel and Textiles.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.09.02","Apparel and Textile Manufacture.","19.09","Apparel and Textiles.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.09.04","Textile Science.","19.09","Apparel and Textiles.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.09.05","Apparel and Textile Marketing Management.","19.09","Apparel and Textiles.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.09.06","Fashion and Fabric Consultant.","19.09","Apparel and Textiles.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.09.99","Apparel and Textiles, Other.","19.09","Apparel and Textiles.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.99","Family and Consumer Sciences/Human Sciences, Other.","19.99","Family and Consumer Sciences/Human Sciences, Other.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"19.99.99","Family and Consumer Sciences/Human Sciences, Other.","19.99","Family and Consumer Sciences/Human Sciences, Other.","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES."
"21","TECHNOLOGY EDUCATION/INDUSTRIAL ARTS.","21","TECHNOLOGY EDUCATION/INDUSTRIAL ARTS.","21","TECHNOLOGY EDUCATION/INDUSTRIAL ARTS."
"21.01","Technology Education/Industrial Arts Programs.","21.01","Technology Education/Industrial Arts Programs.","21","TECHNOLOGY EDUCATION/INDUSTRIAL ARTS."
"21.01.01","Technology Education/Industrial Arts.","21.01","Technology Education/Industrial Arts Programs.","21","TECHNOLOGY EDUCATION/INDUSTRIAL ARTS."
"22","LEGAL PROFESSIONS AND STUDIES.","22","LEGAL PROFESSIONS AND STUDIES.","22","LEGAL PROFESSIONS AND STUDIES."
"22","Non-Professional General Legal Studies (Undergraduate).","22","LEGAL PROFESSIONS AND STUDIES.","22","LEGAL PROFESSIONS AND STUDIES."
"22.00.00","Legal Studies, General.","22","LEGAL PROFESSIONS AND STUDIES.","22","LEGAL PROFESSIONS AND STUDIES."
"22.00.01","Pre-Law Studies.","22","LEGAL PROFESSIONS AND STUDIES.","22","LEGAL PROFESSIONS AND STUDIES."
"22.01","Law.","22.01","Law.","22","LEGAL PROFESSIONS AND STUDIES."
"22.01.01","Law.","22.01","Law.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02","Legal Research and Advanced Professional Studies.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.01","Advanced Legal Research/Studies, General.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.02","Programs for Foreign Lawyers.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.03","American/U.S. Law/Legal Studies/Jurisprudence.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.04","Canadian Law/Legal Studies/Jurisprudence.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.05","Banking, Corporate, Finance, and Securities Law.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.06","Comparative Law.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.07","Energy, Environment, and Natural Resources Law.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.08","Health Law.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.09","International Law and Legal Studies.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.10","International Business, Trade, and Tax Law.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.11","Tax Law/Taxation.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.12","Intellectual Property Law.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.02.99","Legal Research and Advanced Professional Studies, Other.","22.02","Legal Research and Advanced Professional Studies.","22","LEGAL PROFESSIONS AND STUDIES."
"22.03","Legal Support Services.","22.03","Legal Support Services.","22","LEGAL PROFESSIONS AND STUDIES."
"22.03.01","Legal Administrative Assistant/Secretary.","22.03","Legal Support Services.","22","LEGAL PROFESSIONS AND STUDIES."
"22.03.02","Legal Assistant/Paralegal.","22.03","Legal Support Services.","22","LEGAL PROFESSIONS AND STUDIES."
"22.03.03","Court Reporting/Court Reporter.","22.03","Legal Support Services.","22","LEGAL PROFESSIONS AND STUDIES."
"22.03.99","Legal Support Services, Other.","22.03","Legal Support Services.","22","LEGAL PROFESSIONS AND STUDIES."
"22.99","Legal Professions and Studies, Other.","22.99","Legal Professions and Studies, Other.","22","LEGAL PROFESSIONS AND STUDIES."
"22.99.99","Legal Professions and Studies, Other.","22.99","Legal Professions and Studies, Other.","22","LEGAL PROFESSIONS AND STUDIES."
"23","ENGLISH LANGUAGE AND LITERATURE/LETTERS.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.01","English Language and Literature, General.","23.01","English Language and Literature, General.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.01.01","English Language and Literature, General.","23.01","English Language and Literature, General.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.04","English Composition.","23.04","English Composition.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.04.01","English Composition.","23.04","English Composition.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.05","Creative Writing.","23.05","Creative Writing.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.05.01","Creative Writing.","23.05","Creative Writing.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.07","American Literature (United States and Canadian.)","23.07","American Literature (United States and Canadian.)","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.07.01","American Literature (United States).","23.07","American Literature (United States and Canadian.)","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.07.02","American Literature (Canadian).","23.07","American Literature (United States and Canadian.)","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.08","English Literature (British and Commonwealth).","23.08","English Literature (British and Commonwealth).","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.08.01","English Literature (British and Commonwealth).","23.08","English Literature (British and Commonwealth).","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.1","Speech and Rhetorical Studies.","23.1","Speech and Rhetorical Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.10.01","Speech and Rhetorical Studies.","23.1","Speech and Rhetorical Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.11","Technical and Business Writing.","23.11","Technical and Business Writing.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.11.01","Technical and Business Writing.","23.11","Technical and Business Writing.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.13","Rhetoric and Composition/Writing Studies.","23.13","Rhetoric and Composition/Writing Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.13.01","Writing, General.","23.13","Rhetoric and Composition/Writing Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.13.02","Creative Writing.","23.13","Rhetoric and Composition/Writing Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.13.03","Professional, Technical, Business, and Scientific Writing.","23.13","Rhetoric and Composition/Writing Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.13.04","Rhetoric and Composition.","23.13","Rhetoric and Composition/Writing Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.13.99","Rhetoric and Composition/Writing Studies, Other.","23.13","Rhetoric and Composition/Writing Studies.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.14","Literature.","23.14","Literature.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.14.01","General Literature.","23.14","Literature.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.14.02","American Literature (United States).","23.14","Literature.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.14.03","American Literature (Canadian).","23.14","Literature.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.14.04","English Literature (British and Commonwealth).","23.14","Literature.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.14.05","Children's and Adolescent Literature.","23.14","Literature.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.14.99","Literature, Other.","23.14","Literature.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.99","English Language and Literature/Letters, Other.","23.99","English Language and Literature/Letters, Other.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"23.99.99","English Language and Literature/Letters, Other.","23.99","English Language and Literature/Letters, Other.","23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
"24","LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","24","LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","24","LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES."
"24.01","Liberal Arts and Sciences, General Studies and Humanities.","24.01","Liberal Arts and Sciences, General Studies and Humanities.","24","LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES."
